profile,context,contrast,claim,left,right,kind,metric,componentRole,difference,lower,upper,monteCarloSE,runs,bootstrapReplicates
frozen-generator,emergencyPressure-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09234854734087555,-0.0924705482276182,-0.09222512942523477,6.6152903791039e-05,120,2000
frozen-generator,emergencyPressure-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.49606986400897507,0.4934059755703556,0.49869755226165524,0.0013839812941095714,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.5617342102633405,-0.5625199489445657,-0.5609336457873441,0.00041358389561334735,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,rightsProtection,registered-component,-0.0323020735206496,-0.03379851299443501,-0.030785910878403638,0.0007663805973639573,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,complianceRate,registered-component,0.2865625,0.26895572916666666,0.3041718749999999,0.008972952983360418,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,democraticResponsiveness,registered-component,-0.0001633706023071187,-0.002008461260983972,0.001671644848229491,0.00094841822420518,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.3027715083547865,-0.30306396993989754,-0.30247641980561973,0.00014983121591615698,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09399434195876961,-0.09408056698949303,-0.09391287760658555,4.349435529253539e-05,120,2000
frozen-generator,emergencyPressure-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.0,0.0,0.0,0.0,120,2000
frozen-generator,emergencyPressure-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,emergencyReasonGivingRate,registered-component,0.8522242358549957,0.844315396404403,0.8602079161038356,0.0041617482059667634,120,2000
frozen-generator,emergencyPressure-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,meritsFollowUpRate,registered-component,1.0,1.0,1.0,0.0,120,2000
frozen-generator,emergencyPressure-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
frozen-generator,emergencyPressure-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,totalInstitutionalCost,registered-component,0.011626879375700703,0.011515361313885586,0.011742990873633289,5.892512152096966e-05,120,2000
frozen-generator,emergencyPressure-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,shadowDocketAbuse,registered-component,-0.8280151123572862,-0.8308279494102591,-0.8252675553116502,0.0014379664984377931,120,2000
frozen-generator,emergencyPressure-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,institutionalDelayCost,additional-diagnostic,0.005779120996717567,0.005636861293671645,0.005922125008110184,7.698589315445743e-05,120,2000
frozen-generator,emergencyPressure-high,screening-base,screening,constitutional-council,current-federal-court,base,directCourtCost,registered-diagnostic,0.13707334166666665,0.13696353541666667,0.13718964270833334,6.0789961779870145e-05,120,2000
frozen-generator,emergencyPressure-high,screening-base,screening,constitutional-council,current-federal-court,base,upstreamScreeningCost,registered-component,0.0009961567884825319,0.0009436726169507343,0.0010495388176587968,2.7927301352725934e-05,120,2000
frozen-generator,emergencyPressure-high,screening-base,screening,constitutional-council,current-federal-court,base,capacityStrainCost,registered-diagnostic,0.073810942025655,0.07328518411204714,0.0743218827359888,0.0002700499772033949,120,2000
frozen-generator,emergencyPressure-high,screening-base,screening,constitutional-council,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,0.08498877586396354,0.08487471296803384,0.08510335514223392,5.8553196465133055e-05,120,2000
frozen-generator,emergencyPressure-high,screening-base,screening,constitutional-council,current-federal-court,base,intakeAcceptanceRate,registered-diagnostic,-0.0004422979154420804,-0.00046573407298005324,-0.0004187843182559811,1.2428571895260898e-05,120,2000
frozen-generator,emergencyPressure-high,screening-base,screening,constitutional-council,current-federal-court,base,councilScreenRate,registered-component,1.0,1.0,1.0,0.0,120,2000
frozen-generator,emergencyPressure-high,screening-base,screening,constitutional-council,current-federal-court,base,administrativeLoad,additional-diagnostic,0.2612227083333334,0.2604179739583334,0.262018140625,0.00040936707054279833,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseRate,registered-component,0.1953125,0.18802083333333333,0.2029166666666667,0.0038407053511741586,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseCredibility,registered-component,0.05526041666666661,0.05409161458333328,0.056462499999999964,0.0006059924539822101,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,timelyLegislativeResponseRate,registered-component,0.012140072761202792,0.006938100331506871,0.01785930257500497,0.0027996815934763293,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,rightsProtection,registered-component,0.059780764390000456,0.057628302135579526,0.06223118613423582,0.0011995286484191084,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,complianceRate,registered-component,0.19916666666666666,0.17791406249999997,0.22177083333333333,0.011087700009617323,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,democraticResponsiveness,registered-component,0.10881764096600652,0.10630625099725095,0.11135734743878058,0.0013092551617975424,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,vetoRelocationRisk,registered-component,-0.2968571550514037,-0.2981510018450939,-0.2955831868622397,0.0006666360441267737,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,-0.08436301316844447,-0.08454780189822664,-0.08417351524149301,9.617284286328496e-05,120,2000
frozen-generator,emergencyPressure-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,averageLegislativeResponseDelay,additional-diagnostic,0.43423171370996166,0.4313723899925104,0.4370099911966817,0.0014740053065844863,120,2000
frozen-generator,emergencyPressure-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,emergencyReasonGivingRate,registered-component,-0.7015898710987956,-0.7113487436182423,-0.6915960205879712,0.005212522534797314,120,2000
frozen-generator,emergencyPressure-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,meritsFollowUpRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
frozen-generator,emergencyPressure-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
frozen-generator,emergencyPressure-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,totalInstitutionalCost,registered-component,-0.006270009821889502,-0.006387287503314164,-0.006157717352319377,5.9826610904653e-05,120,2000
frozen-generator,emergencyPressure-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,shadowDocketAbuse,registered-component,0.7970332224880675,0.7942463351309181,0.8000116659671039,0.0014870252680629842,120,2000
frozen-generator,emergencyPressure-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,institutionalDelayCost,additional-diagnostic,-0.004111093916471397,-0.00425076378474182,-0.0039623427346461996,7.476536787466157e-05,120,2000
frozen-generator,emergencyPressure-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,directCourtCost,registered-diagnostic,-0.09723924166666666,-0.09738144749999998,-0.0971096964583333,7.091773353251323e-05,120,2000
frozen-generator,emergencyPressure-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,upstreamScreeningCost,registered-component,-3.325259810317653e-05,-9.176363308979228e-05,2.6311468921171023e-05,3.0247696008025496e-05,120,2000
frozen-generator,emergencyPressure-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,capacityStrainCost,registered-diagnostic,-0.042921055898735454,-0.043524715477497034,-0.04234777525656815,0.0003051916383815143,120,2000
frozen-generator,emergencyPressure-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,totalInstitutionalCost,registered-diagnostic,-0.05023243366587528,-0.05037054929507485,-0.05010558150667921,6.836045864153353e-05,120,2000
frozen-generator,emergencyPressure-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,intakeAcceptanceRate,registered-diagnostic,1.3938461113888767e-05,-1.2075373953290919e-05,3.993096615416192e-05,1.3365763537148732e-05,120,2000
frozen-generator,emergencyPressure-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,councilScreenRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
frozen-generator,emergencyPressure-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,administrativeLoad,additional-diagnostic,-0.23982020833333334,-0.24079945833333335,-0.23893459895833338,0.0004765507356272441,120,2000
frozen-generator,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.09656250000000001,-0.10291666666666667,-0.09010416666666667,0.0033471870506383092,120,2000
frozen-generator,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.29320504056364033,-0.2940699682481393,-0.29236569873086776,0.0004279542659349014,120,2000
frozen-generator,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.012140072761202792,-0.01785930257500497,-0.006938100331506875,0.0027996815934763293,120,2000
frozen-generator,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,rightsProtection,registered-component,0.001216419420801094,-1.689517953421537e-05,0.0024680425456118367,0.0006350268210336198,120,2000
frozen-generator,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,complianceRate,registered-component,-0.0215625,-0.04583333333333332,0.003023437499999986,0.012267589501950877,120,2000
frozen-generator,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.011449320786818139,-0.013177551923515426,-0.009787979466908738,0.0008641155074982631,120,2000
frozen-generator,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.015672337321247013,0.014582966347748364,0.01674511157687479,0.000561481136085165,120,2000
frozen-generator,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0007946307060210702,-0.0009877171235910438,-0.0005999198002722562,9.882866797849321e-05,120,2000
